永続的識別子,タイトル,著者,出版者,出版日（W3CDTF）,商品番号,歴史的音源ジャンル,公開範囲,権利区分
info:ndljp/pid/3574071,第八十三臨時帝國議會　施政方針演説（二）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-973,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574072,第八十三臨時帝國議會　施政方針演説（三）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-974,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574073,第八十三臨時帝國議會　施政方針演説（四）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-974,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1320094,哀歌（Elegie）,L.Gallet[作詞],ビクター,1930-12,51518,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/3574074,第八十三臨時帝國議會　施政方針演説（五）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-975,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574075,第八十三臨時帝國議會　施政方針演説（六）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-975,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574076,第八十三臨時帝國議會　施政方針演説（七）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-976,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574077,第八十三臨時帝國議會　施政方針演説（八）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-976,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574078,第八十三臨時帝國議會　施政方針演説（九）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-977,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3574070,第八十三臨時帝國議會　施政方針演説（一）（於衆議院）,内閣總理大臣　東條　英機[作詞],ニッチク,0000,AK-973,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/1320084,蚤の歌,GOETHE VON JOHANN WOLFGANG[作詞],ビクター,1930-12,51518,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1320081,菰野湯の山節（一）,厳谷　小波[作詞],ビクター,1930-12,51529,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1319085,奥州安達原 (八) 町人の身の上,近松　半二[作詞],ビクター,1930-01,51039,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1322646,クラベリトス（Clavelitos）,CADENAS MUNOZ JOSE JUAN[作詞],ビクター,1932-11,13245,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1322645,うたたね／からかさ,川路　柳虹[作詞],ビクター,1932-04,13200,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1322644,五月祭,園山　民平[作詞],ビクター,1932-04,13200,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1322649,庭の千草（The Last Rose of Summer）,里見　義[作詞],ビクター,1934-09,13384,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1322629,さすらいの唄,北原　白秋[作詞],ビクター,1935-11,53583,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1322628,丘のポプラ,勝田　香月[作詞],ビクター,1935-11,53580,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1322627,可愛い坊や,勝田　香月[作詞],ビクター,1935-11,53580,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/2912871,小唄：潮来出島,藤本　二三吉,コロムビア（戦前）,1933-11,27621,三味線楽（端唄、うた沢、小唄、俗曲）,インターネット公開,保護期間満了
info:ndljp/pid/2912888,俚謡：磯節,藤本　二三吉,コロムビア（戦前）,1934-03,27859,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/2912815,箏曲：千鳥の曲(一),今井　慶松,コロムビア（戦前）,1929-02,25472,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/2912816,箏曲：千鳥の曲(二),今井　慶松,コロムビア（戦前）,1929-02,25472,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/2912817,箏曲：千鳥の曲(三),今井　慶松,コロムビア（戦前）,1929-02,25473,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/2912818,箏曲：千鳥の曲(四),今井　慶松,コロムビア（戦前）,1929-02,25473,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/2912819,民謡：佐渡おけさ,村田　文三,コロムビア（戦前）,1930-08,25953,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1322687,源平（二）,林家　正蔵（七代目）,ビクター,1935-06,53460,落語,インターネット公開,保護期間満了
info:ndljp/pid/1319030,千鳥(一）,古今和歌集「金葉集」よりそれぞれ一首[作詞],ビクター,1929-10,13033,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1319031,千鳥(二）,古今和歌集「金葉集」よりそれぞれ一首[作詞],ビクター,1929-10,13033,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1319032,千鳥(三）,古今和歌集「金葉集」よりそれぞれ一首[作詞],ビクター,1929-10,13034,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1319033,千鳥(四）,古今和歌集「金葉集」よりそれぞれ一首[作詞],ビクター,1929-10,13034,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1322686,源平（一）,林家　正蔵（七代目）,ビクター,1935-06,53460,落語,インターネット公開,保護期間満了
info:ndljp/pid/1319036,相馬盆唄,福島県民謡,ビクター,1952-06,V-40832,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1319037,会津磐梯山,福島県民謡,ビクター,1952-06,V-40832,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1319023,峠の小道,永井　花水[作詞],ビクター,1929-10,50986,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1319024,小鳥の歌,宮城　道雄[作曲],ビクター,1928-07,50366,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1319025,谷間の水車,宮城　道雄[作曲],ビクター,1928-07,50366,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1319027,春の海（一）,宮城　道雄[作曲],ビクター,1930-12,13106,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1319029,小野田甚句,不詳（PD）[作詞],ビクター,1939-06,Z-167,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1322665,偶成／冬夜読書,松平　春嶽[作詞],ビクター,1938-10,J-54416,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1322660,ゴンドラの唄,吉井　勇[作詞],ビクター,1934-02,52972,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1322664,忠孝両全／凱旋偶成,乃木　希典[作詞],ビクター,1938-10,J-54416,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/8267931,獨唱　歌劇　蝶々夫人「晴れた日の」,妹尾　幸陽（譯詞）[作詞],Columbia,,26520,劇音楽,インターネット公開,保護期間満了
info:ndljp/pid/1322663,酒場の唄,北原　白秋[作詞],ビクター,1934-05,53100,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1319013,秋の言の葉 (一),池田　茂政[作詞],ビクター,1929-11,50987,尺八,インターネット公開,保護期間満了
info:ndljp/pid/8267932,獨唱　松島音頭,北原　白秋[作詞],Columbia,,36523,劇音楽,インターネット公開,保護期間満了
info:ndljp/pid/1322662,春の雨,相馬　御風[作詞],ビクター,1934-05,53100,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1319014,秋の言の葉 (二),池田　茂政[作詞],ビクター,1929-11,50987,尺八,インターネット公開,保護期間満了
info:ndljp/pid/1320000,雪のあの山（立山遭難者の霊を弔う）,藤森　秀夫[作詞],ビクター,1930-11,51447,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1322654,薔薇は散りゆく,川路　柳虹[作詞],ビクター,1930-12,13108,声楽,インターネット公開,保護期間満了
info:ndljp/pid/1319001,台湾入り (一),西村　天囚[作詞],ビクター,1929-11,50990,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1319002,台湾入り (二),西村　天囚[作詞],ビクター,1929-11,50990,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1322651,船頭小唄,野口　雨情[作詞],ビクター,1932-09,52393,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1319003,台湾入り (三),西村　天囚[作詞],ビクター,1929-11,50991,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/1319005,台湾入り (四),西村　天囚[作詞],ビクター,1929-11,50991,琵琶楽,インターネット公開,保護期間満了
info:ndljp/pid/8267978,落語：千早振る（四）,三代目　柳家　小さん,ニッポノホン,,2127,落語,インターネット公開,保護期間満了
info:ndljp/pid/8267975,落語：千早振る（一）,三代目　柳家　小さん,ニッポノホン,,2126,落語,インターネット公開,保護期間満了
info:ndljp/pid/8267976,落語：千早振る（二）,三代目　柳家　小さん,ニッポノホン,,2126,落語,インターネット公開,保護期間満了
info:ndljp/pid/8267977,落語：千早振る（三）,三代目　柳家　小さん,ニッポノホン,,2127,落語,インターネット公開,保護期間満了
info:ndljp/pid/8267972,俚謡：伊勢音頭,豊年斎梅坊主連中,ニッポノホン,,1191,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/8267973,俚謡：掛合咄,豊年斎梅坊主連中,ニッポノホン,,1194,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1322604,山中問答／泛海,李　白∥作,ビクター,1935-12,53612,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1322603,贈釋大俊,雲井　竜雄[作詞],ビクター,1935-12,53612,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/2912896,軽音楽：片瀬波,原野　為二[作曲],コロムビア（戦前）,1935-01,28193,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/2912897,俚謡：大島節,藤本　二三吉,コロムビア（戦前）,1935-01,28199,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3574156,替唄　さのさ節,長田　幹彦[作詞],ビクター,1931-04,51638,不明,インターネット公開,保護期間満了
info:ndljp/pid/3574157,ギッチョンチョン,古謡[作詞],ビクター,1931-03,51652,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/3574150,米山甚句,新潟県民謡,ビクター,1950-04,V-40345,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/3576797,落語：近日息子(四),桂　春団治,リーガル,1931-09,65318,落語,インターネット公開,保護期間満了
info:ndljp/pid/3576796,落語：近日息子(三),桂　春団治,リーガル,1931-09,65318,落語,インターネット公開,保護期間満了
info:ndljp/pid/3574135,第八十二帝國議會　皇軍感謝決議に對する東條陸軍大臣謝辭,,ニッチク,0000,AK-728,講義、講演、演説,インターネット公開,保護期間満了
info:ndljp/pid/3576799,落語：たぬき(下）,柳亭　芝楽,リーガル,1931-12,65324,落語,インターネット公開,保護期間満了
info:ndljp/pid/3576798,落語：たぬき(上）,柳亭　芝楽,リーガル,1931-12,65324,落語,インターネット公開,保護期間満了
info:ndljp/pid/3576795,落語：近日息子(二),桂　春団治,リーガル,1931-09,65317,落語,インターネット公開,保護期間満了
info:ndljp/pid/3574132,大詔奉戴國民大會に於ける演説（上）,内閣總理大臣　東條　英機,コロムビア,0000,AK-413,講義、講演、演説,インターネット公開,保護期間満了
